"Gene","ModuleA","pA","p.adjA","coefA","AUCA","ModuleH","pH","p.adjH","coefH","AUCH","ARank","HRank","RankSum"
"SYS1","M6",0.420780291711683,0.654714195156286,-1.17797894368169,0.462121212121212,"M6",0.139558711581646,0.521794587463129,-0.107443481710314,0.573333333333333,332.5,10913.5,11246
"PPIP5K1","unassigned",0.160081337339202,0.390556748101179,1.10869601391193,0.619047619047619,"unassigned",0.969323345706848,0.991854047536347,0.00125016704141915,0.496752136752137,9758.5,1487,11245.5
"FRMPD3","M14",0.364667238217689,0.607418298202482,0.896696281634544,0.443181818181818,"M14",0.0396150505296948,0.327650634707373,1.86304304047441,0.575726495726496,117,11127,11244
"NR0B2","M11",0.995255950769914,0.997757656882996,0.00231668559988306,0.5,"M11",0.151840477415403,0.534909036899654,1.08271335969529,0.562905982905983,1430,9811,11241
"SYCP2","unassigned",0.200193520185128,0.439659854648406,-3.84285832237982,0.553030303030303,"unassigned",0.195064715596932,0.586025751931027,-0.443129944457671,0.535555555555556,5006,6234.5,11240.5
"DMTF1","unassigned",0.972903267275383,0.988751625220433,-0.0333380472047977,0.506493506493506,"unassigned",0.209094314306344,0.600374380147561,-0.0212528277750157,0.56034188034188,1745.5,9493.5,11239
"FAM24B","unassigned",0.46038552841957,0.684790773889749,-0.91849727174958,0.534632034632035,"unassigned",0.305357894547934,0.683923040926006,0.206260785756067,0.545982905982906,3606.5,7630.5,11237
"JAGN1","M19",0.570300951051021,0.765969059779823,0.633167432307827,0.485930735930736,"M19",0.191393957173824,0.581126167075272,0.0602513481782364,0.568034188034188,890,10345.5,11235.5
"TVP23A","unassigned",0.388399632880831,0.629413372157406,1.36809655599192,0.554112554112554,"unassigned",0.35745182461851,0.724885735835413,-0.368689288344859,0.534700854700855,5116.5,6119,11235.5
"WRN","unassigned",0.374820208632052,0.616677727761043,-0.824985219644188,0.458333333333333,"unassigned",0.236383393400702,0.626202446217987,-0.170649681957354,0.573760683760684,286,10949.5,11235.5
"CYP1B1-AS1","unassigned",0.319824158075839,0.56467439548905,2.30196012630924,0.571428571428571,"unassigned",0.173749554506538,0.55949928545719,0.0556821021432965,0.525128205128205,6469.5,4764.5,11234
"ARHGEF18","M27",0.436027936956368,0.666435081176437,0.519043911868989,0.472943722943723,"M27",0.189814782353213,0.579477653026258,-0.0298642373611141,0.571282051282051,532,10701.5,11233.5
"CHAMP1","unassigned",0.129492733681015,0.347501918141623,-1.45023957869177,0.614718614718615,"unassigned",0.707481633471344,0.901748089619592,-0.02915013424983,0.499487179487179,9510,1722.5,11232.5
"PAPPA2","unassigned",0.100268762296651,0.302248621719652,3.52821554362773,0.637445887445887,"unassigned",0.545136889480269,0.827594861909075,0.140539839026947,0.477948717948718,10779.5,453,11232.5
"CGREF1","M11",0.549619098452854,0.751147693071939,-0.31841650287874,0.535714285714286,"M11",0.393602294070801,0.747965628149688,-0.050333485441583,0.545299145299145,3681,7547,11228
"NEBL","unassigned",0.927687953248609,0.968126580191572,-0.0604347869121724,0.467532467532468,"unassigned",0.189262653373516,0.579238552010229,-0.0616311669473231,0.572307692307692,422.5,10805.5,11228
"UNC80","unassigned",0.12242004759943,0.336810377591645,4.09308098702842,0.577922077922078,"unassigned",0.879983567974809,0.963988174093306,-0.0821810646769947,0.521367521367521,7003.5,4222.5,11226
"H2AFY2","unassigned",0.741171718890229,0.872287678070151,-0.378908061831537,0.54978354978355,"unassigned",0.389166599528701,0.745571247999725,0.0807675575171175,0.537094017094017,4790,6434.5,11224.5
"AAK1","unassigned",0.296297588370807,0.542497844081711,2.56343767053059,0.567099567099567,"unassigned",0.563780691750458,0.837480804851785,-0.0399669339686749,0.527350427350427,6137.5,5086.5,11224
"ABCD1","unassigned",0.203047584562861,0.442868443470581,0.870425730978319,0.597402597402597,"unassigned",0.87537087313825,0.962560720239599,0.0188845640799998,0.510769230769231,8383,2841,11224
"ZYG11B","unassigned",0.466062334447681,0.689395011095132,-0.51758323765791,0.555194805194805,"unassigned",0.506563821948574,0.808396938489669,0.0863119875450595,0.534017094017094,5212.5,6011.5,11224
"TMTC4","unassigned",0.338589627340068,0.583827696605123,0.989233953908947,0.587662337662338,"unassigned",0.68254288192542,0.891087884924489,0.0399619678484069,0.516239316239316,7696.5,3526,11222.5
"ADAM22","unassigned",0.351479719041025,0.59528636812709,2.84942544962871,0.568181818181818,"unassigned",0.964311051308397,0.989951397316885,-0.0246489922370817,0.526666666666667,6235.5,4986.5,11222
"KLHL13","unassigned",0.266642029859178,0.512590135377048,-0.438034958024236,0.454545454545455,"unassigned",0.0430814975818752,0.336355891226521,0.9741126241253,0.574102564102564,227,10992.5,11219.5
"TM9SF2","M20",0.241696127107079,0.487151209561075,1.29917663422042,0.628787878787879,"M20",0.853565912775737,0.955220643320151,0.000934308320617884,0.488205128205128,10322.5,896,11218.5
"CDK5RAP2","unassigned",0.762660766385496,0.882894766650289,-0.47584687553482,0.494588744588745,"unassigned",0.382515348336256,0.741986091715889,-0.0558549742872612,0.564957264957265,1191,10026.5,11217.5
"TMEM260","unassigned",0.235622138683752,0.480994475647601,1.06901801806791,0.583333333333333,"unassigned",0.918409642616087,0.976709339638965,-0.0108116676124844,0.518461538461538,7411,3805,11216
"PROSER2-AS1","unassigned",0.280528784009666,0.525853562589446,1.97270882039456,0.579004329004329,"unassigned",0.729556539830381,0.911419095354608,0.934411527633775,0.520854700854701,7073.5,4141.5,11215
"SETDB1","unassigned",0.275479621518833,0.521511010076581,-2.09638764982192,0.579004329004329,"unassigned",0.880926040133538,0.96454415096026,-0.00849470580619508,0.520854700854701,7073.5,4141.5,11215
"ZNF232","unassigned",0.239358159455425,0.485100436808964,-1.1288570831378,0.577922077922078,"unassigned",0.973471883069194,0.993610518505704,-0.00579358396404764,0.521282051282051,7003.5,4210,11213.5
"SNU13","M38",0.74981912822427,0.876218801473963,0.545742894311126,0.547619047619048,"M38",0.403765162606584,0.754893579870751,0.0134803686001716,0.538803418803419,4562.5,6649,11211.5
"FAM76A","unassigned",0.683280605990126,0.839238795381643,0.547747178514045,0.57034632034632,"unassigned",0.534719275485452,0.823174066900022,0.0875176090352652,0.525470085470085,6392,4818,11210
"SLC7A8","unassigned",0.174232507941148,0.408664347957995,0.982009654545217,0.606060606060606,"unassigned",0.810765834528375,0.938243265258569,-0.0114374030234499,0.505299145299145,8950,2258.5,11208.5
"PHF2","unassigned",0.495559576599074,0.711929903822879,1.10556796401508,0.597402597402597,"unassigned",0.979658380127852,0.994896160275845,-0.00216927045071744,0.510598290598291,8383,2822,11205
"TCTE3","unassigned",0.0717449919730486,0.251723617832719,3.81666884296695,0.627705627705628,"unassigned",0.923967327858546,0.978633096330654,-0.0425326226842519,0.489145299145299,10248.5,956.5,11205
"FOXJ2","unassigned",0.454295326053492,0.680502409583439,1.3624486632035,0.572510822510823,"unassigned",0.648044422032119,0.877070002405877,-0.061369705617357,0.524273504273504,6564,4640,11204
"ART4","unassigned",0.137179764359427,0.35820167055118,3.56924465296127,0.619047619047619,"unassigned",0.782680937265902,0.929045594253373,0.382974470725421,0.496239316239316,9758.5,1445,11203.5
"REEP2","unassigned",0.295026842555015,0.541163522629485,1.10858828730319,0.560606060606061,"unassigned",0.878497062057398,0.963267083566514,-0.0558307885590409,0.531025641025641,5622.5,5580,11202.5
"MPPED2","unassigned",0.559073817074159,0.757683940613397,1.49402568445698,0.546536796536797,"unassigned",0.713306701189395,0.904586680847112,-0.495279234836059,0.539145299145299,4505.5,6696.5,11202
"OPRL1","M6",0.37019445957704,0.612731627347918,1.13589127540998,0.546536796536797,"M6",0.700972962983743,0.899247144080759,-0.281613007851697,0.539145299145299,4505.5,6696.5,11202
"NR1H4","M25",0.593485965136312,0.782025296746422,0.0984595718640764,0.53030303030303,"M25",0.334871306988714,0.70882360526137,-0.212320202005179,0.548205128205128,3266.5,7935,11201.5
"VPS37A","unassigned",0.63510657698428,0.807761894508429,-0.324618634191314,0.535714285714286,"unassigned",0.289258840507335,0.672347779426533,-0.057293593484164,0.545128205128205,3681,7520.5,11201.5
"APOBEC3F","unassigned",0.682852745414107,0.83904380888164,0.421380473455389,0.476190476190476,"unassigned",0.120720071624942,0.494389379200854,-0.180681758902748,0.57025641025641,609.5,10591,11200.5
"PFAS","unassigned",0.0596043043925791,0.228094558914394,-1.60064185252829,0.612554112554113,"unassigned",0.851423383460979,0.954605395337191,-0.0158029182368195,0.500683760683761,9369,1831.5,11200.5
"MGAT5","unassigned",0.104602539115914,0.308801302131046,2.80794365703435,0.62012987012987,"unassigned",0.976972936742729,0.99433525740383,0.00098301634159469,0.495555555555556,9807,1392.5,11199.5
"C10orf76","unassigned",0.0995826505483886,0.301164277579141,2.93620095102649,0.637445887445887,"unassigned",0.52503921436382,0.818439798569258,0.057619712424512,0.476923076923077,10779.5,419,11198.5
"EVC","unassigned",0.825459193588491,0.916094211545626,-0.404511944302277,0.496753246753247,"unassigned",0.173723359847977,0.55949928545719,-0.344182642565251,0.563760683760684,1293.5,9905,11198.5
"ADNP2","unassigned",0.435577278557596,0.666378538570969,1.07985892669103,0.576839826839827,"unassigned",0.659883847403917,0.881402617072353,0.0374548863533056,0.521709401709402,6918.5,4278,11196.5
"TRIM58","unassigned",0.481254566837936,0.701729309553773,-0.482202521746971,0.537878787878788,"unassigned",0.347289477478806,0.718752387950969,-0.250691193329493,0.543931623931624,3855,7341.5,11196.5
"INMT","M10",0.44456530558701,0.6728151343768,0.86279377690119,0.45021645021645,"M10",0.0776033708633051,0.412133149669071,0.383215624380212,0.574358974358974,174.5,11016,11190.5
"UNC13A","M15",0.808782664310636,0.907958329668976,0.385770811687928,0.529220779220779,"M15",0.349462791702604,0.719694601199028,-0.708753020051825,0.548717948717949,3187.5,8003,11190.5
"SCOC","M6",0.736333496561651,0.869802120146342,0.200515421808375,0.579004329004329,"M6",0.96499467183398,0.99003948901802,0.000881903432490197,0.520683760683761,7073.5,4114.5,11188
"CHD7","unassigned",0.200091017062846,0.439496104926895,1.70559789965507,0.612554112554113,"unassigned",0.877040665613971,0.96297191607874,0.0115355145091765,0.50017094017094,9398.5,1788.5,11187
"EFCAB7","unassigned",0.105213398556071,0.309790630080202,-0.954114009289142,0.615800865800866,"unassigned",0.878431094416384,0.963267083566514,-0.0359664633618453,0.498290598290598,9565.5,1617,11182.5
"PGM1","M16",0.0542471477248951,0.21610926389558,1.76013394119245,0.637445887445887,"M16",0.574701107828001,0.844493474540214,0.0118144709408023,0.476410256410256,10779.5,402.5,11182
"GORAB","unassigned",0.594099047579097,0.782227072434236,-0.305993743417783,0.531385281385281,"unassigned",0.231834878236299,0.621390327056984,0.107243942670243,0.547521367521367,3348,7833.5,11181.5
"SAP130","unassigned",0.550792965739182,0.751914564396404,0.728900738466905,0.554112554112554,"unassigned",0.478636791786035,0.793152935090235,0.069767381868334,0.534358974358974,5116.5,6063.5,11180
"SNX27","unassigned",0.256334156177427,0.501602381502209,1.42734663581203,0.588744588744589,"unassigned",0.869315145816258,0.960280364970866,-0.025206898479463,0.515555555555556,7739,3441,11180
"AURKA","M34",0.671421385255922,0.832213315105626,0.377120831313624,0.523809523809524,"M34",0.475544905453111,0.792423556648837,-0.0347837877689373,0.551794871794872,2807.5,8370.5,11178
"EOMES","M6",0.509873377041591,0.723221061185606,-0.285640119331499,0.572510822510823,"M6",0.53914101220589,0.824822340927664,0.147834702419834,0.524102564102564,6564,4614,11178
"STK25","unassigned",0.243909174971838,0.489802632083484,1.47683357411904,0.57521645021645,"unassigned",0.459950068402618,0.784009815865761,0.014978599063107,0.522393162393162,6787.5,4389,11176.5
"SHISA2","unassigned",0.999067610530678,0.999577511759189,-0.000233476902026317,0.521645021645022,"unassigned",0.402169206067682,0.753817631785182,-0.130465078835217,0.552820512820513,2669,8507,11176
"C17orf58","unassigned",0.713424922871473,0.856992562383183,-0.277919332617393,0.53030303030303,"unassigned",0.184490573458246,0.57251132827055,0.193595658751868,0.548034188034188,3266.5,7908,11174.5
"HIST1H1B","unassigned",0.511685706630273,0.724771121348989,0.776863523613799,0.480519480519481,"unassigned",0.371044964773862,0.734267564980824,-0.378377464713081,0.569230769230769,719,10455.5,11174.5
"GREM2","M8",0.154143501491723,0.382365981330479,-0.987897627450797,0.536796536796537,"M8",0.364140392479221,0.729419455361524,-0.0614230785366258,0.544358974358974,3773.5,7394.5,11168
"AP3M2","unassigned",0.367713853849202,0.610166811603977,1.58744018895195,0.55952380952381,"unassigned",0.467231406349932,0.788778921658302,-0.0888926579605462,0.531196581196581,5561,5604,11165
"HLA-DQA1","unassigned",0.137317405388137,0.358364936012943,-0.451166536528194,0.611471861471861,"unassigned",0.859404142010297,0.957542491516983,0.000489415343666218,0.500854700854701,9310,1855,11165
"RTKN","unassigned",0.210264419385553,0.451422599330857,1.57119304549038,0.413419913419913,"unassigned",0.231502910215721,0.62096962959436,0.058725292370239,0.575897435897436,16.5,11145,11161.5
"WIPF3","unassigned",0.242529638582392,0.488268579729725,1.26609494069843,0.581168831168831,"unassigned",0.90138818088397,0.971216982346175,0.0919086018349847,0.519316239316239,7220.5,3939,11159.5
"FEZ2","unassigned",0.370104596318142,0.612711840383966,1.42572741803214,0.573593073593074,"unassigned",0.575973461892679,0.845206006733213,0.0201987538309106,0.523076923076923,6682.5,4476,11158.5
"CEP72","unassigned",0.761790158184887,0.882276518525152,0.263190277699188,0.494588744588745,"unassigned",0.331337593370444,0.70652166394051,-0.185808631222576,0.564273504273504,1191,9966,11157
"FAF2","unassigned",0.634677516145824,0.807477364026341,-0.71228458791138,0.54978354978355,"unassigned",0.47574046135363,0.792423556648837,-0.0358323497726254,0.536581196581197,4790,6366.5,11156.5
"ZNF788","unassigned",0.908338045749394,0.959511912980967,-0.131401316964682,0.521645021645022,"unassigned",0.337416671400119,0.711192725116968,-0.507517289755378,0.552649572649573,2669,8480.5,11149.5
"TXNDC12","M17",0.91918636692322,0.964952437117755,-0.14997243283262,0.517316017316017,"M17",0.256903825700474,0.644293295413077,0.0412323732569919,0.554871794871795,2374,8774.5,11148.5
"RNASEL","unassigned",0.0448790167131591,0.194535491326605,1.54228068294617,0.634199134199134,"unassigned",0.570710465847244,0.841783702576984,0.0527376744285563,0.480854700854701,10596,552,11148
"IL6R","unassigned",0.0756503694934274,0.259351495588954,-1.66098548743844,0.626623376623377,"unassigned",0.728418925988563,0.911371037360509,0.0212279411460462,0.488888888888889,10205.5,937.5,11143
"CLOCK","unassigned",0.70612432880033,0.852831710309298,0.460547437520309,0.544372294372294,"unassigned",0.199978060259821,0.590336263210711,-0.0924571102192063,0.53982905982906,4351.5,6790.5,11142
"FAM19A2","unassigned",0.80263656427004,0.904193635966669,0.548819775960665,0.498376623376623,"unassigned",0.126533186469956,0.504568501048211,-0.452785066504468,0.562649572649573,1360,9782,11142
"CPNE6","M8",0.312118560370924,0.557772833234084,1.1044785268287,0.561688311688312,"M8",0.480136758781235,0.793940464751805,-0.877210209424278,0.52982905982906,5724.5,5416.5,11141
"OR8B8","unassigned",0.10152265697976,0.304450666470925,2.2337463334185,0.603896103896104,"unassigned",0.773083579693681,0.927279024965313,-22.3721500928296,0.506153846153846,8793.5,2347,11140.5
"STK38L","unassigned",0.621872148981722,0.799724227890892,-0.449214601794827,0.571428571428572,"unassigned",0.929627665499389,0.980084868907935,0.00358670667758615,0.524188034188034,6512,4627,11139
"ABCC5","M20",0.513753247851404,0.725713950198,0.479541405625515,0.543290043290043,"M20",0.422737077592768,0.765657361148414,0.0359227625206712,0.54051282051282,4262,6876.5,11138.5
"ZNF333","unassigned",0.155313346193019,0.383811729639978,2.93483286485425,0.574675324675325,"unassigned",0.396878402142139,0.750321795865696,-0.105553509953106,0.522393162393162,6745.5,4389,11134.5
"ANP32A","M35",0.890226365158739,0.950647123547887,0.104453514428352,0.501082251082251,"M35",0.176493489988967,0.563712449985659,0.0154487172418941,0.561538461538462,1487.5,9646,11133.5
"FAM166A","unassigned",0.165520946702755,0.397959648951853,1.3506185567685,0.617965367965368,"unassigned",0.808209030836394,0.937334949940334,-0.786711116749111,0.496068376068376,9698.5,1433.5,11132
"TRABD2B","M9",0.133437382539361,0.353562427183858,-2.63976680651138,0.595238095238095,"M9",0.868749917934686,0.960040631249487,-0.0734631774604492,0.511111111111111,8245,2886.5,11131.5
"IZUMO4","M6",0.385898288613141,0.627368907658511,1.33243290858163,0.579004329004329,"M6",0.486737771786267,0.797673092363242,-0.114672996577979,0.52,7111,4019.5,11130.5
"SLC7A6","unassigned",0.863766167632595,0.936498661366123,-0.161564310070637,0.517316017316017,"unassigned",0.131654665473335,0.511902365433273,-0.07109089967679,0.554700854700855,2374,8755.5,11129.5
"ZNF619","unassigned",0.660042781511802,0.824673358519274,-0.476466957734678,0.521645021645022,"unassigned",0.391497011133919,0.746756459326751,0.269957736408503,0.552478632478632,2669,8459.5,11128.5
"SMAD4","unassigned",0.778471405396782,0.891608823566639,0.449995392510403,0.528138528138528,"unassigned",0.199902955405613,0.590303688587932,-0.0255293518168468,0.548888888888889,3102.5,8025,11127.5
"RRP9","M29",0.785287588476005,0.895251756116481,-0.213603484003951,0.53030303030303,"M29",0.291269794217566,0.674077577474286,0.0832940447657112,0.547692307692308,3266.5,7858.5,11125
"NT5C3A","M10",0.271237006571164,0.517345083645392,0.67271717655394,0.603896103896104,"M10",0.908727293603797,0.973385394001239,0.000937078608470053,0.505982905982906,8793.5,2329,11122.5
"RAB11FIP5","unassigned",0.980734717852316,0.991023202832194,-0.0193535041640861,0.520562770562771,"unassigned",0.441785670536646,0.774784458381835,-0.0634285150613073,0.552991452991453,2591.5,8531,11122.5
"NPTXR","M8",0.937982113478816,0.973228236605779,-0.110639581963284,0.510822510822511,"M8",0.29006790369913,0.673220130759585,-0.75542551174003,0.557777777777778,1996,9125.5,11121.5
"LINC01137","unassigned",0.898773465275678,0.9545464433432,0.0835549530780525,0.522727272727273,"unassigned",0.534533727278324,0.823174066900022,-0.0894744898237076,0.551965811965812,2732.5,8388,11120.5
"HBEGF","M1",0.65566916564577,0.821296512418755,-0.202536141098659,0.443722943722944,"M1",0.204969399817255,0.595494089559802,-0.0173593947587721,0.574188034188034,118.5,11001.5,11120
"ZNF764","unassigned",0.588566806263216,0.778289789078252,0.503583810826689,0.523809523809524,"unassigned",0.408072505503454,0.756885971786385,-0.207864756466712,0.551282051282051,2807.5,8310,11117.5
"SULF2","unassigned",0.135881822198238,0.356578232363702,-0.626897128093248,0.634199134199134,"unassigned",0.528675486470464,0.820187279278656,0.00815254765298369,0.47982905982906,10596,517.5,11113.5
"THOC7","unassigned",0.786336997224185,0.895863728041373,0.245512555336781,0.489177489177489,"unassigned",0.229478779708153,0.619145312063956,0.0266150063304956,0.565897435897436,989.5,10121.5,11111
"ENTPD6","M20",0.190361857757093,0.428171265645833,1.60697598750803,0.423160173160173,"M20",0.158269659557087,0.541953682725784,0.0152426587428772,0.575042735042735,41,11068,11109
"NAA50","unassigned",0.126131811485243,0.343002638805564,-1.07812477559361,0.597402597402597,"unassigned",0.804534278260018,0.937030018133807,-0.003199087587456,0.50974358974359,8383,2726,11109
"STX8","unassigned",0.560462791504164,0.758259009768536,1.17637245584941,0.482683982683983,"unassigned",0.0876217156953156,0.433749305822544,0.0678357601126774,0.567692307692308,794,10313.5,11107.5
"KIAA0087","M14",0.0387086953298592,0.179813664749957,4.78368224051777,0.63961038961039,"M14",0.488084777262894,0.798429416181845,-2.51215577622258,0.470683760683761,10884,223,11107
"TMEM19","unassigned",0.690610637366924,0.843646272682688,0.31556140356364,0.517316017316017,"unassigned",0.350690049214533,0.720013549902882,-0.0376923535096133,0.554529914529915,2374,8733,11107
"ZNF341","unassigned",0.399696691035544,0.637978307114127,1.24666850961979,0.581168831168831,"unassigned",0.680128293725841,0.889666256797395,0.127330767005305,0.519059829059829,7220.5,3886.5,11107
"C5orf56","M7",0.751810537304568,0.877332142017751,0.29673936960258,0.497835497835498,"M7",0.270445563910731,0.656537322022479,-0.0517514272583895,0.562564102564103,1339,9767,11106
"ERGIC1","M21",0.762933932177332,0.882989212123593,0.318075902657367,0.496753246753247,"M21",0.148005532748741,0.531799309079564,0.0166455739609824,0.562905982905983,1293.5,9811,11104.5
"PRKRA","unassigned",0.579717972988521,0.772547996029522,0.499784972921464,0.54978354978355,"unassigned",0.281723245282347,0.664546216534252,-0.0526843978225241,0.536239316239316,4790,6314.5,11104.5
"RNF10","M21",0.93305126835557,0.971132183796938,-0.140248426840322,0.510822510822511,"M21",0.314796959053106,0.690939786742391,0.0136069769789404,0.557606837606838,1996,9108.5,11104.5
"CALHM1","unassigned",0.601061200309024,0.786333828467158,0.617375646464606,0.534632034632035,"unassigned",0.593809934167727,0.854774484416208,-1.44708352501526,0.544957264957265,3606.5,7497.5,11104
"BRAF","unassigned",0.715775302045836,0.858359158644213,-0.44608028304528,0.53030303030303,"unassigned",0.325257262950033,0.699695538013403,-0.11401627515162,0.547521367521367,3266.5,7833.5,11100
"CCT2","unassigned",0.211847464500345,0.453384315166864,-0.655548380596787,0.615800865800866,"unassigned",0.859472782532914,0.957542491516983,0.00202113051062356,0.497264957264957,9565.5,1534.5,11100
"TBL1X","unassigned",0.204183326097444,0.444254515528673,-1.11297257358834,0.587662337662338,"unassigned",0.774914322502616,0.927811740764143,-0.0374801371615,0.515213675213675,7696.5,3402.5,11099
"CTC1","unassigned",0.662885410081517,0.826976888893732,-0.873937522394469,0.520562770562771,"unassigned",0.229417831699817,0.619145312063956,-0.0450187392806247,0.552820512820513,2591.5,8507,11098.5
"SLC35F5","unassigned",0.184359480879286,0.420991619446906,1.55600285138056,0.613636363636364,"unassigned",0.783548369845483,0.929134497936798,0.00437532339131975,0.498803418803419,9438.5,1660,11098.5
"SLC39A11","M21",0.091859364925607,0.2884690012261,1.16594431968753,0.602813852813853,"M21",0.745964680330228,0.91756260418526,0.0114079620894065,0.506495726495726,8714,2384,11098
"ATP1A3","unassigned",0.279671342916394,0.52512755011989,-1.04872400794835,0.58982683982684,"unassigned",0.845839964031633,0.953027588820939,-0.201903569943104,0.513846153846154,7859,3238,11097
"SCAF11","unassigned",0.765008801258721,0.883921504076869,0.474711673136542,0.560606060606061,"unassigned",0.398848783908233,0.751564129082949,-0.0147322910735432,0.53025641025641,5622.5,5474,11096.5
"SPSB1","unassigned",0.852883847686198,0.930886825359532,-0.141166329006415,0.518398268398268,"unassigned",0.233982652002791,0.623567106681917,-0.0832195849011549,0.553846153846154,2454,8639.5,11093.5
"CDC45","M34",0.562102744217412,0.75962832406527,-0.439967679932038,0.534632034632035,"M34",0.432431340338722,0.770644340426848,-0.0501784008017296,0.544871794871795,3606.5,7484.5,11091
"HERC6","unassigned",0.194389655742949,0.432910047600206,1.99210791108073,0.615800865800866,"unassigned",0.914894490808795,0.975605274300568,0.0127300098921919,0.497094017094017,9565.5,1525,11090.5
"PLP2","M17",0.814216671209069,0.910286020431264,-0.171169149267998,0.514069264069264,"M17",0.202796271682097,0.593757110983824,0.00754636433080894,0.556068376068376,2156.5,8933,11089.5
"LRFN3","unassigned",0.23440265306924,0.479505700367548,-1.2100685665652,0.621212121212121,"unassigned",0.842794456887795,0.951182456164026,0.0224298314882067,0.493333333333333,9867.5,1221.5,11089
"MTPN","unassigned",0.430161920717992,0.662425773543498,-0.567112052280825,0.562770562770563,"unassigned",0.526403571712963,0.819113020160728,-0.00913457733083495,0.528717948717949,5820.5,5268.5,11089
"NPY6R","M25",0.0890975252183451,0.284320343712589,0.606769892913608,0.623376623376623,"M25",0.669418757406036,0.884959625569336,0.0884957592678103,0.491282051282051,10008.5,1079,11087.5
"SYT4","unassigned",0.80369381049297,0.90475951511909,0.41328819897408,0.587662337662338,"unassigned",0.974413911499787,0.993610518505704,0.0549987100845916,0.515128205128205,7696.5,3391,11087.5
"ZRANB2","unassigned",0.40659359640987,0.644428726111533,0.936359423786604,0.560606060606061,"unassigned",0.491133229978701,0.79959572662679,-0.0129675657375489,0.52991452991453,5659.5,5425.5,11085
"POLH","unassigned",0.455708896431057,0.681417936614186,1.879852431951,0.455627705627706,"unassigned",0.0953048451441892,0.447302449127794,-0.218077817305182,0.572649572649573,240.5,10842.5,11083
"XPO5","unassigned",0.269037430376248,0.514992058219303,-1.60263808147074,0.561688311688312,"unassigned",0.491927234276361,0.800447680757307,-0.0477327656713856,0.529401709401709,5724.5,5358.5,11083
"PABPC5","unassigned",0.75550351866773,0.879073446155106,-0.777161315577788,0.551948051948052,"unassigned",0.265296160262027,0.652157292394155,-1.42864778575032,0.534871794871795,4940.5,6139.5,11080
"SERTAD4","unassigned",0.173199348282974,0.407883298269636,1.02720911967878,0.594155844155844,"unassigned",0.686741622106461,0.892759076558271,0.0592007051167624,0.511111111111111,8192.5,2886.5,11079
"AFF1","unassigned",0.157137460347088,0.386310583588518,2.49330829405438,0.626623376623377,"unassigned",0.85974717367237,0.957595147554125,-0.00643832238090135,0.487521367521368,10205.5,872,11077.5
"C2CD3","unassigned",0.91095632837347,0.960527512098224,0.187578577981418,0.543290043290043,"unassigned",0.666142739526796,0.883815932168694,-0.0399460682521575,0.54,4262,6815,11077
"PARK7","M30",0.126667079673738,0.343714101484696,-1.8016862778073,0.608225108225108,"M30",0.863691920782758,0.959161382222679,0.00127342123319274,0.502393162393162,9086,1990.5,11076.5
"SNIP1","unassigned",0.393195395878406,0.632591481501234,-0.98297745522304,0.568181818181818,"unassigned",0.699974451557258,0.898675249173653,-0.0763690498427201,0.525641025641026,6235.5,4841,11076.5
"GBAP1","unassigned",0.391879145998414,0.631941462310049,0.670683143900128,0.584415584415584,"unassigned",0.423137346701465,0.765929973250758,-0.1364498743678,0.516752136752137,7487,3588,11075
"LANCL3","M20",0.180882679825261,0.416602090255238,1.59859542215451,0.577922077922078,"M20",0.584142677451326,0.849272945740112,0.48426603710985,0.52034188034188,7003.5,4071,11074.5
"LRRC3","M36",0.41183559979959,0.648791143615343,0.90165506797035,0.547619047619048,"M36",0.168548134351832,0.553333170158373,0.872667361000921,0.537264957264957,4612,6460.5,11072.5
"PHF3","unassigned",0.123038449072071,0.337802716958388,2.34968568733794,0.617965367965368,"unassigned",0.967911951965049,0.99139912902011,0.00202552446849513,0.495384615384615,9698.5,1373.5,11072
"PPM1H","unassigned",0.912994743235823,0.961468553585717,-0.156869538095394,0.504329004329004,"unassigned",0.38977145975465,0.745867270791418,-0.210644365525934,0.55965811965812,1676.5,9394.5,11071
"SEC23A","unassigned",0.435788224714231,0.666378538570969,0.442257126669977,0.588744588744589,"unassigned",0.70458675843074,0.900451929211911,-0.00971505821944634,0.514188034188034,7783.5,3284,11067.5
"SPATA6L","unassigned",0.184081962148684,0.420724379923955,2.74793898959739,0.62987012987013,"unassigned",0.712896003470232,0.904586680847112,0.0921112877498924,0.483760683760684,10383,683.5,11066.5
"VANGL1","unassigned",0.503410431928696,0.717473048432924,0.42815305591884,0.581168831168831,"unassigned",0.489273436006435,0.798731795246844,-0.0612073308316429,0.518803418803419,7220.5,3846,11066.5
"GOLGA8A","M6",0.698672670560885,0.848145591977476,-0.29324757382361,0.5,"M6",0.138823817814527,0.521228302466485,-0.0345792440744645,0.561367521367521,1430,9634.5,11064.5
"IPO8","unassigned",0.308475378612473,0.553845625127002,1.23663985763659,0.590909090909091,"unassigned",0.641147591578077,0.87460982541551,-0.0145246370386497,0.512820512820513,7943.5,3118,11061.5
"AHNAK","M6",0.414691377032257,0.65054745168765,-0.787037848559249,0.55952380952381,"M6",0.3317376572197,0.706699344215481,0.00791622255532208,0.53042735042735,5561,5496.5,11057.5
"ARG2","unassigned",0.341343915950082,0.586688215130081,0.285937209839626,0.55952380952381,"unassigned",0.56051304904219,0.835330889160961,-0.14478164023485,0.53042735042735,5561,5496.5,11057.5
